CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,
0.142980,0.400000,0.400000,0.309614,0.309864,0.309881,0.309556,0.309549,
0.126348,0.400000,0.400000,0.294896,0.295144,0.295161,0.294842,0.294842,
0.058209,0.400000,0.400000,0.265227,0.265474,0.265491,0.265172,0.265180,
0.034366,0.400000,0.400000,0.262858,0.263107,0.263123,0.262797,0.262803,
0.085996,0.400000,0.400000,0.290112,0.290362,0.290378,0.290049,0.290047,
0.142935,0.400000,0.400000,0.309604,0.309854,0.309871,0.309546,0.309540,
0.126466,0.400000,0.400000,0.294953,0.295203,0.295220,0.294899,0.294901,
0.058310,0.400000,0.400000,0.265260,0.265507,0.265523,0.265204,0.265211,
0.034315,0.400000,0.400000,0.262819,0.263068,0.263083,0.262756,0.262764,
0.085856,0.400000,0.400000,0.290092,0.290342,0.290358,0.290028,0.290027,
0.142877,0.400000,0.400000,0.309613,0.309863,0.309880,0.309554,0.309548,
0.126553,0.400000,0.400000,0.295000,0.295249,0.295266,0.294946,0.294947,
0.058428,0.400000,0.400000,0.265306,0.265552,0.265568,0.265250,0.265258,
0.034290,0.400000,0.400000,0.262793,0.263041,0.263057,0.262731,0.262738,
0.085716,0.400000,0.400000,0.290011,0.290260,0.290276,0.289947,0.289945,
0.142810,0.400000,0.400000,0.309583,0.309832,0.309850,0.309525,0.309519,
0.126663,0.400000,0.400000,0.295056,0.295304,0.295322,0.295002,0.295004,
0.058555,0.400000,0.400000,0.265359,0.265605,0.265622,0.265303,0.265311,
0.034259,0.400000,0.400000,0.262764,0.263012,0.263029,0.262701,0.262709,
0.085572,0.400000,0.400000,0.289966,0.290216,0.290232,0.289903,0.289901,
0.142762,0.400000,0.400000,0.309592,0.309843,0.309859,0.309534,0.309527,
0.126792,0.400000,0.400000,0.295120,0.295368,0.295385,0.295065,0.295066,
0.058796,0.400000,0.400000,0.265442,0.265688,0.265704,0.265385,0.265393,
0.034366,0.400000,0.400000,0.262776,0.263024,0.263040,0.262713,0.262720,
0.085557,0.400000,0.400000,0.289955,0.290205,0.290220,0.289891,0.289889,
0.142856,0.400000,0.400000,0.309647,0.309898,0.309914,0.309589,0.309583,
0.127042,0.400000,0.400000,0.295224,0.295473,0.295489,0.295169,0.295171,
0.058931,0.400000,0.400000,0.265479,0.265726,0.265741,0.265423,0.265431,
0.034287,0.400000,0.400000,0.262717,0.262965,0.262980,0.262653,0.262662,
0.085397,0.400000,0.400000,0.289860,0.290110,0.290126,0.289796,0.289795,
0.142773,0.400000,0.400000,0.309616,0.309866,0.309883,0.309558,0.309551,
0.127106,0.400000,0.400000,0.295262,0.295511,0.295528,0.295207,0.295208,
0.058996,0.400000,0.400000,0.265506,0.265753,0.265770,0.265450,0.265458,
0.034198,0.400000,0.400000,0.262671,0.262920,0.262936,0.262608,0.262616,
0.085216,0.400000,0.400000,0.289819,0.290068,0.290085,0.289755,0.289753,
0.142664,0.400000,0.400000,0.309609,0.309859,0.309877,0.309550,0.309544,
0.127165,0.400000,0.400000,0.295305,0.295553,0.295571,0.295250,0.295251,
0.059128,0.400000,0.400000,0.265566,0.265813,0.265829,0.265510,0.265519,
0.034207,0.400000,0.400000,0.262663,0.262912,0.262927,0.262601,0.262608,
0.085094,0.400000,0.400000,0.289756,0.290006,0.290022,0.289693,0.289691,
0.142629,0.400000,0.400000,0.309600,0.309850,0.309867,0.309542,0.309536,
0.127288,0.400000,0.400000,0.295362,0.295610,0.295627,0.295307,0.295309,
0.059225,0.400000,0.400000,0.265600,0.265847,0.265862,0.265544,0.265552,
0.034125,0.400000,0.400000,0.262607,0.262856,0.262871,0.262544,0.262553,
0.084894,0.400000,0.400000,0.289643,0.289893,0.289908,0.289579,0.289578,
0.142540,0.400000,0.400000,0.309567,0.309818,0.309835,0.309510,0.309503,
0.127382,0.400000,0.400000,0.295411,0.295660,0.295677,0.295358,0.295359,
0.059335,0.400000,0.400000,0.265634,0.265881,0.265897,0.265578,0.265587,
0.034076,0.400000,0.400000,0.262566,0.262814,0.262830,0.262502,0.262510,
0.084743,0.400000,0.400000,0.289614,0.289864,0.289880,0.289551,0.289549,
0.142467,0.400000,0.400000,0.309577,0.309827,0.309844,0.309518,0.309513,
0.127468,0.400000,0.400000,0.295462,0.295711,0.295728,0.295407,0.295409,
0.059446,0.400000,0.400000,0.265684,0.265930,0.265947,0.265627,0.265636,
0.034031,0.400000,0.400000,0.262534,0.262784,0.262800,0.262472,0.262480,
0.084582,0.400000,0.400000,0.289524,0.289774,0.289791,0.289461,0.289460,
0.142400,0.400000,0.400000,0.309549,0.309799,0.309816,0.309492,0.309484,
0.127574,0.400000,0.400000,0.295516,0.295766,0.295782,0.295462,0.295463,
0.059545,0.400000,0.400000,0.265708,0.265956,0.265972,0.265653,0.265661,
0.033985,0.400000,0.400000,0.262488,0.262737,0.262752,0.262425,0.262434,
0.084423,0.400000,0.400000,0.289446,0.289696,0.289713,0.289383,0.289382,
0.142321,0.400000,0.400000,0.309536,0.309786,0.309804,0.309478,0.309472,
0.127678,0.400000,0.400000,0.295575,0.295824,0.295841,0.295521,0.295521,
0.059685,0.400000,0.400000,0.265774,0.266022,0.266037,0.265720,0.265726,
0.033945,0.400000,0.400000,0.262462,0.262711,0.262726,0.262400,0.262407,
0.084247,0.400000,0.400000,0.289402,0.289652,0.289668,0.289339,0.289337,
0.142241,0.400000,0.400000,0.309540,0.309789,0.309807,0.309481,0.309475,
0.127777,0.400000,0.400000,0.295630,0.295879,0.295896,0.295576,0.295577,
0.059798,0.400000,0.400000,0.265817,0.266064,0.266080,0.265762,0.265769,
0.033901,0.400000,0.400000,0.262423,0.262671,0.262687,0.262361,0.262368,
0.084085,0.400000,0.400000,0.289286,0.289536,0.289552,0.289223,0.289221,
0.142172,0.400000,0.400000,0.309509,0.309759,0.309776,0.309451,0.309444,
0.127865,0.400000,0.400000,0.295676,0.295923,0.295941,0.295621,0.295622,
0.059910,0.400000,0.400000,0.265858,0.266104,0.266121,0.265802,0.265809,
0.033850,0.400000,0.400000,0.262383,0.262632,0.262647,0.262321,0.262328,
0.083935,0.400000,0.400000,0.289244,0.289493,0.289509,0.289180,0.289179,
0.142123,0.400000,0.400000,0.309517,0.309766,0.309783,0.309458,0.309452,
0.127982,0.400000,0.400000,0.295733,0.295982,0.295999,0.295680,0.295680,
0.060034,0.400000,0.400000,0.265901,0.266147,0.266164,0.265845,0.265853,
0.033828,0.400000,0.400000,0.262353,0.262602,0.262618,0.262291,0.262298,
0.083822,0.400000,0.400000,0.289216,0.289465,0.289482,0.289152,0.289150,
0.142106,0.400000,0.400000,0.309535,0.309785,0.309802,0.309476,0.309470,
0.128144,0.400000,0.400000,0.295809,0.296058,0.296074,0.295754,0.295756,
0.060219,0.400000,0.400000,0.265970,0.266217,0.266233,0.265914,0.265922,
0.033834,0.400000,0.400000,0.262338,0.262587,0.262602,0.262275,0.262282,
0.083667,0.400000,0.400000,0.289146,0.289397,0.289413,0.289082,0.289081,
0.142031,0.400000,0.400000,0.309520,0.309771,0.309788,0.309463,0.309456,
0.128260,0.400000,0.400000,0.295869,0.296118,0.296135,0.295815,0.295816,
0.060434,0.400000,0.400000,0.266049,0.266296,0.266312,0.265993,0.266003,
0.033942,0.400000,0.400000,0.262352,0.262600,0.262616,0.262289,0.262298,
0.083648,0.400000,0.400000,0.289097,0.289346,0.289362,0.289032,0.289031,
0.142083,0.400000,0.400000,0.309530,0.309781,0.309798,0.309472,0.309466,
0.128484,0.400000,0.400000,0.295964,0.296213,0.296231,0.295911,0.295912,
0.060595,0.400000,0.400000,0.266108,0.266354,0.266372,0.266053,0.266060,
0.033864,0.400000,0.400000,0.262301,0.262549,0.262565,0.262239,0.262246,
0.083457,0.400000,0.400000,0.289045,0.289295,0.289311,0.288981,0.288980,
0.141992,0.400000,0.400000,0.309534,0.309783,0.309801,0.309475,0.309469,
0.128575,0.400000,0.400000,0.296016,0.296265,0.296283,0.295962,0.295963,
0.060706,0.400000,0.400000,0.266149,0.266395,0.266412,0.266092,0.266100,
0.033806,0.400000,0.400000,0.262255,0.262503,0.262519,0.262193,0.262200,
0.083300,0.400000,0.400000,0.288979,0.289230,0.289246,0.288917,0.288915,
0.141919,0.400000,0.400000,0.309521,0.309771,0.309788,0.309463,0.309457,
0.128647,0.400000,0.400000,0.296060,0.296308,0.296325,0.296005,0.296006,
0.060819,0.400000,0.400000,0.266190,0.266436,0.266452,0.266133,0.266142,
0.033795,0.400000,0.400000,0.262230,0.262479,0.262495,0.262169,0.262176,
0.083173,0.400000,0.400000,0.288891,0.289141,0.289159,0.288827,0.288827,
0.141872,0.400000,0.400000,0.309499,0.309748,0.309766,0.309440,0.309435,
0.128763,0.400000,0.400000,0.296117,0.296365,0.296383,0.296063,0.296064,
0.060910,0.400000,0.400000,0.266222,0.266468,0.266485,0.266166,0.266174,
0.033726,0.400000,0.400000,0.262187,0.262436,0.262452,0.262125,0.262132,
0.082994,0.400000,0.400000,0.288851,0.289101,0.289118,0.288788,0.288787,
0.141780,0.400000,0.400000,0.309505,0.309755,0.309773,0.309448,0.309441,
0.128843,0.400000,0.400000,0.296166,0.296415,0.296433,0.296113,0.296114,
0.061032,0.400000,0.400000,0.266276,0.266522,0.266538,0.266221,0.266228,
0.033674,0.400000,0.400000,0.262151,0.262399,0.262414,0.262088,0.262096,
0.082802,0.400000,0.400000,0.288768,0.289017,0.289034,0.288704,0.288703,
0.141667,0.400000,0.400000,0.309472,0.309720,0.309739,0.309413,0.309407,
0.128909,0.400000,0.400000,0.296205,0.296453,0.296471,0.296150,0.296152,
0.061094,0.400000,0.400000,0.266290,0.266537,0.266554,0.266235,0.266242,
0.033604,0.400000,0.400000,0.262097,0.262347,0.262362,0.262034,0.262042,
0.082634,0.400000,0.400000,0.288640,0.288891,0.288906,0.288575,0.288575,
0.141587,0.400000,0.400000,0.309413,0.309663,0.309680,0.309354,0.309348,
0.129011,0.400000,0.400000,0.296258,0.296506,0.296523,0.296203,0.296205,
0.061222,0.400000,0.400000,0.266340,0.266586,0.266602,0.266284,0.266291,
0.033560,0.400000,0.400000,0.262061,0.262309,0.262325,0.261999,0.262005,
0.082483,0.400000,0.400000,0.288631,0.288881,0.288896,0.288568,0.288566,
0.141530,0.400000,0.400000,0.309452,0.309703,0.309719,0.309394,0.309387,
0.129132,0.400000,0.400000,0.296322,0.296572,0.296589,0.296269,0.296270,
0.061365,0.400000,0.400000,0.266397,0.266644,0.266660,0.266343,0.266349,
0.033540,0.400000,0.400000,0.262036,0.262286,0.262301,0.261975,0.261982,
0.082349,0.400000,0.400000,0.288574,0.288824,0.288840,0.288510,0.288508,
0.141483,0.400000,0.400000,0.309450,0.309700,0.309717,0.309390,0.309384,
0.129251,0.400000,0.400000,0.296380,0.296629,0.296646,0.296325,0.296327,
0.061484,0.400000,0.400000,0.266434,0.266680,0.266697,0.266378,0.266385,
0.033516,0.400000,0.400000,0.262002,0.262251,0.262267,0.261941,0.261948,
0.082184,0.400000,0.400000,0.288428,0.288679,0.288695,0.288365,0.288364,
0.141394,0.400000,0.400000,0.309392,0.309642,0.309659,0.309333,0.309327,
0.129319,0.400000,0.400000,0.296426,0.296675,0.296692,0.296371,0.296373,
0.061606,0.400000,0.400000,0.266494,0.266741,0.266757,0.266439,0.266446,
0.033466,0.400000,0.400000,0.261969,0.262218,0.262233,0.261907,0.261915,
0.082027,0.400000,0.400000,0.288429,0.288679,0.288696,0.288366,0.288364,
0.141323,0.400000,0.400000,0.309418,0.309668,0.309686,0.309359,0.309354,
0.129458,0.400000,0.400000,0.296492,0.296742,0.296758,0.296438,0.296439,
0.061760,0.400000,0.400000,0.266542,0.266789,0.266805,0.266487,0.266494,
0.033449,0.400000,0.400000,0.261939,0.262187,0.262203,0.261876,0.261884,
0.082031,0.400000,0.400000,0.288472,0.288722,0.288738,0.288408,0.288406,
0.141536,0.400000,0.400000,0.309576,0.309827,0.309844,0.309518,0.309512,
0.129843,0.400000,0.400000,0.296660,0.296909,0.296927,0.296606,0.296607,
0.062163,0.400000,0.400000,0.266684,0.266931,0.266948,0.266629,0.266636,
0.033631,0.400000,0.400000,0.261968,0.262217,0.262233,0.261907,0.261913,
0.081920,0.400000,0.400000,0.288333,0.288583,0.288600,0.288270,0.288268,
0.141393,0.400000,0.400000,0.309451,0.309702,0.309720,0.309393,0.309388,
0.129886,0.400000,0.400000,0.296681,0.296930,0.296948,0.296627,0.296629,
0.062301,0.400000,0.400000,0.266735,0.266983,0.266999,0.266681,0.266689,
0.033673,0.400000,0.400000,0.261963,0.262212,0.262227,0.261901,0.261909,
0.081837,0.400000,0.400000,0.288326,0.288575,0.288591,0.288262,0.288261,
0.141391,0.400000,0.400000,0.309490,0.309739,0.309756,0.309431,0.309426,
0.130047,0.400000,0.400000,0.296757,0.297004,0.297022,0.296702,0.296703,
0.062413,0.400000,0.400000,0.266778,0.267024,0.267040,0.266722,0.266730,
0.033577,0.400000,0.400000,0.261909,0.262157,0.262173,0.261846,0.261854,
0.081632,0.400000,0.400000,0.288236,0.288486,0.288501,0.288170,0.288171,
0.141254,0.400000,0.400000,0.309445,0.309694,0.309712,0.309385,0.309379,
0.130097,0.400000,0.400000,0.296789,0.297037,0.297055,0.296735,0.296735,
0.062504,0.400000,0.400000,0.266815,0.267062,0.267078,0.266760,0.266767,
0.033518,0.400000,0.400000,0.261872,0.262121,0.262137,0.261811,0.261818,
0.081427,0.400000,0.400000,0.288117,0.288367,0.288383,0.288053,0.288053,
0.141124,0.400000,0.400000,0.309385,0.309636,0.309653,0.309327,0.309321,
0.130158,0.400000,0.400000,0.296832,0.297082,0.297099,0.296778,0.296779,
0.062649,0.400000,0.400000,0.266878,0.267124,0.267141,0.266822,0.266829,
0.033510,0.400000,0.400000,0.261850,0.262099,0.262114,0.261788,0.261794,
0.081280,0.400000,0.400000,0.288087,0.288337,0.288354,0.288023,0.288022,
0.141065,0.400000,0.400000,0.309409,0.309658,0.309676,0.309349,0.309344,
0.130275,0.400000,0.400000,0.296894,0.297143,0.297160,0.296840,0.296841,
0.062736,0.400000,0.400000,0.266908,0.267155,0.267171,0.266854,0.266862,
0.033398,0.400000,0.400000,0.261784,0.262033,0.262048,0.261723,0.261731,
0.081052,0.400000,0.400000,0.287999,0.288249,0.288264,0.287935,0.287934,
0.140938,0.400000,0.400000,0.309386,0.309636,0.309652,0.309327,0.309321,
0.130329,0.400000,0.400000,0.296934,0.297183,0.297198,0.296879,0.296880,
0.062820,0.400000,0.400000,0.266944,0.267190,0.267205,0.266888,0.266895,
0.033334,0.400000,0.400000,0.261738,0.261986,0.262001,0.261676,0.261683,
0.080875,0.400000,0.400000,0.287896,0.288146,0.288162,0.287832,0.287831,
0.140850,0.400000,0.400000,0.309351,0.309600,0.309617,0.309292,0.309285,
0.130409,0.400000,0.400000,0.296981,0.297229,0.297246,0.296926,0.296926,
0.062913,0.400000,0.400000,0.266978,0.267224,0.267241,0.266921,0.266929,
0.033288,0.400000,0.400000,0.261704,0.261953,0.261968,0.261641,0.261649,
0.080721,0.400000,0.400000,0.287840,0.288089,0.288105,0.287775,0.287775,
0.140769,0.400000,0.400000,0.309329,0.309579,0.309596,0.309269,0.309264,
0.130491,0.400000,0.400000,0.297027,0.297277,0.297294,0.296972,0.296974,
0.063034,0.400000,0.400000,0.267026,0.267274,0.267289,0.266971,0.266979,
0.033256,0.400000,0.400000,0.261671,0.261920,0.261936,0.261609,0.261618,
0.080571,0.400000,0.400000,0.287787,0.288037,0.288054,0.287723,0.287723,
0.140692,0.400000,0.400000,0.309334,0.309583,0.309600,0.309275,0.309269,
0.130601,0.400000,0.400000,0.297084,0.297331,0.297349,0.297029,0.297031,
0.063172,0.400000,0.400000,0.267073,0.267320,0.267336,0.267018,0.267027,
0.033232,0.400000,0.400000,0.261640,0.261888,0.261904,0.261577,0.261586,
0.080386,0.400000,0.400000,0.287664,0.287914,0.287930,0.287600,0.287600,
0.140586,0.400000,0.400000,0.309279,0.309529,0.309547,0.309221,0.309215,
0.130697,0.400000,0.400000,0.297139,0.297388,0.297405,0.297084,0.297085,
0.063290,0.400000,0.400000,0.267116,0.267363,0.267379,0.267060,0.267068,
0.033176,0.400000,0.400000,0.261591,0.261840,0.261854,0.261529,0.261537,
0.080242,0.400000,0.400000,0.287609,0.287859,0.287875,0.287545,0.287545,
0.140540,0.400000,0.400000,0.309291,0.309541,0.309558,0.309232,0.309226,
0.130813,0.400000,0.400000,0.297199,0.297447,0.297465,0.297144,0.297145,
0.063436,0.400000,0.400000,0.267173,0.267419,0.267436,0.267118,0.267125,
0.033160,0.400000,0.400000,0.261565,0.261813,0.261828,0.261503,0.261510,
0.080085,0.400000,0.400000,0.287575,0.287825,0.287841,0.287511,0.287510,
0.140450,0.400000,0.400000,0.309290,0.309541,0.309558,0.309232,0.309225,
0.130907,0.400000,0.400000,0.297254,0.297502,0.297520,0.297199,0.297200,
0.063552,0.400000,0.400000,0.267220,0.267467,0.267484,0.267165,0.267173,
0.033121,0.400000,0.400000,0.261529,0.261778,0.261794,0.261467,0.261476,
0.079946,0.400000,0.400000,0.287490,0.287741,0.287756,0.287426,0.287426,
0.140402,0.400000,0.400000,0.309275,0.309525,0.309541,0.309215,0.309210,
0.131043,0.400000,0.400000,0.297321,0.297569,0.297587,0.297266,0.297267,
0.063730,0.400000,0.400000,0.267287,0.267534,0.267550,0.267232,0.267239,
0.033128,0.400000,0.400000,0.261511,0.261760,0.261776,0.261450,0.261458,
0.079788,0.400000,0.400000,0.287441,0.287691,0.287707,0.287377,0.287377,
0.140322,0.400000,0.400000,0.309269,0.309518,0.309535,0.309210,0.309204,
0.131150,0.400000,0.400000,0.297378,0.297626,0.297643,0.297324,0.297324,
0.063944,0.400000,0.400000,0.267372,0.267619,0.267635,0.267317,0.267326,
0.033259,0.400000,0.400000,0.261539,0.261788,0.261803,0.261477,0.261486,
0.079812,0.400000,0.400000,0.287436,0.287687,0.287702,0.287373,0.287373,
0.140430,0.400000,0.400000,0.309321,0.309572,0.309589,0.309263,0.309257,
0.131431,0.400000,0.400000,0.297491,0.297740,0.297757,0.297436,0.297437,
0.064170,0.400000,0.400000,0.267443,0.267689,0.267706,0.267386,0.267395,
0.033194,0.400000,0.400000,0.261481,0.261729,0.261745,0.261419,0.261428,
0.079609,0.400000,0.400000,0.287322,0.287571,0.287589,0.287259,0.287259,
0.140324,0.400000,0.400000,0.309279,0.309529,0.309547,0.309222,0.309215,
0.131519,0.400000,0.400000,0.297544,0.297792,0.297810,0.297490,0.297491,
0.064281,0.400000,0.400000,0.267487,0.267732,0.267749,0.267432,0.267440,
0.033163,0.400000,0.400000,0.261450,0.261697,0.261713,0.261388,0.261396,
0.079449,0.400000,0.400000,0.287279,0.287528,0.287544,0.287215,0.287214,
0.140223,0.400000,0.400000,0.309273,0.309524,0.309540,0.309215,0.309208,
0.131590,0.400000,0.400000,0.297588,0.297837,0.297855,0.297534,0.297534,
0.064434,0.400000,0.400000,0.267548,0.267795,0.267812,0.267493,0.267500,
0.033174,0.400000,0.400000,0.261435,0.261683,0.261699,0.261373,0.261381,
0.079294,0.400000,0.400000,0.287209,0.287459,0.287476,0.287145,0.287145,
0.140143,0.400000,0.400000,0.309258,0.309507,0.309526,0.309199,0.309193,
0.131693,0.400000,0.400000,0.297646,0.297894,0.297911,0.297591,0.297592,
0.064539,0.400000,0.400000,0.267589,0.267835,0.267851,0.267533,0.267540,
0.033090,0.400000,0.400000,0.261379,0.261627,0.261642,0.261316,0.261324,
0.079102,0.400000,0.400000,0.287109,0.287360,0.287375,0.287046,0.287045,
0.140031,0.400000,0.400000,0.309225,0.309476,0.309492,0.309167,0.309160,
0.131752,0.400000,0.400000,0.297688,0.297938,0.297954,0.297634,0.297635,
0.064629,0.400000,0.400000,0.267631,0.267877,0.267894,0.267575,0.267583,
0.033022,0.400000,0.400000,0.261340,0.261588,0.261604,0.261277,0.261286,
0.078895,0.400000,0.400000,0.287046,0.287295,0.287311,0.286981,0.286982,
0.139919,0.400000,0.400000,0.309216,0.309465,0.309482,0.309156,0.309151,
0.131834,0.400000,0.400000,0.297738,0.297987,0.298004,0.297683,0.297684,
0.064745,0.400000,0.400000,0.267673,0.267920,0.267937,0.267618,0.267626,
0.032980,0.400000,0.400000,0.261301,0.261549,0.261565,0.261240,0.261247,
0.078731,0.400000,0.400000,0.286958,0.287208,0.287224,0.286894,0.286893,
0.139829,0.400000,0.400000,0.309172,0.309421,0.309438,0.309113,0.309106,
